HGNCsymbol,ChromosomeName,GeneStart,GeneEnd
CTTNBP2NL,1,112938803,113006078
C1orf134,1,16555368,16556038
OR4A16,11,55110627,55111707
OR4A15,11,55135360,55136394
RSG1,1,16558195,16563657
C5orf64,5,60933535,61047590
OR4C15,11,55321783,55322895
SULT1B1,4,70586880,70653679
PLCD1,3,38048987,38071253
GFPT2,5,179727690,179780387
LENG9,19,54972981,54974894
OR4C16,11,55339604,55340536
UTP20,12,101673887,101780394
DNAJC2,7,102952921,102985320
CDC42EP5,19,54976210,54984411
NWD1,19,16830787,16928774
CRCP,7,65579591,65619555
OR4C11,11,55370830,55371874
STAP2,19,4324040,4342783
OR4P4,11,55405834,55406772
FBXO42,1,16573334,16678949
WNT2B,1,113009163,113072787
OR4S2,11,55418380,55419315
OR4C6,11,55432614,55433671
IL7,8,79587978,79717758
SMYD4,17,1682779,1733928
RAB38,11,87846410,87908635
LAIR2,19,55009100,55021897
TYMP,22,50964181,50968485
OR5D13,11,55540914,55541858
OR5D14,11,55563032,55563976
ZHX3,20,39807088,39946312
OR5L1,11,55578854,55579952
OR5D18,11,55587086,55588073
CDH5,16,66400533,66438686
SULT1E1,4,70676498,70725870
OR5L2,11,55594695,55595630
NEDD8,14,24686058,24701660
SZRD1,1,16679070,16724640
OR5D16,11,55606228,55607214
TRIM51,11,55650773,55659286
KIF2A,5,61601989,61833076
VNN3,6,133043926,133055904
ODF3B,22,50968139,50971009
NCKIPSD,3,48701364,48723797
LPIN3,20,39969560,39989222
KIR3DX1,19,55043909,55057053
MPND,19,4343524,4360083
STMN2,8,80523049,80578410
CDK5RAP2,9,123151147,123342448
KLHDC7B,22,50986462,50989451
SYCE3,22,50989541,51001334
OR5W2,11,55681126,55682058
NFKB1,4,103422486,103538459
CBLB,3,105374305,105588396
OR5I1,11,55702932,55703876
OR10AG1,11,55734975,55735990
EMILIN3,20,39988606,39995467
OR5F1,11,55761157,55762101
CTSC,11,88026760,88070955
OR5AS1,11,55797895,55798869
OR8I2,11,55860753,55861762
BOK,2,242498136,242513546
OR8H2,11,55872519,55873457
OR8H3,11,55889849,55890787
LOXL4,10,100007447,100028007
OR8J3,11,55904247,55905194
SIN3B,19,16940211,16991164
OR8K5,11,55926870,55927793
PCBP2,12,53835525,53874946
THAP4,2,242523820,242576864
SH3GL1,19,4360367,4400544
LILRA2,19,55084387,55099027
CSN1S1,4,70796799,70812289
CXCR4,2,136871919,136875735
SAMD4A,14,55033815,55260033
CNOT6,5,179921412,180005405
CHD6,20,40030741,40247133
SPATA21,1,16713612,16763919
KCNQ3,8,133133108,133493200
OR5J2,11,55944094,55945032
OR8J2,11,55978334,55979298
OR5T2,11,55999490,56000737
BEAN1,16,66461200,66527432
C2CD5,12,22601517,22697480
OR5T3,11,56019676,56020698
TMEM159,16,21169698,21191937
OR5T1,11,56043029,56044146
OR8H1,11,56057529,56058566
CD27,12,6554033,6560884
OR8K3,11,56085783,56086721
OR8K1,11,56113421,56114507
OR8J1,11,56127691,56128764
OR8U1,11,56143100,56144029
PODXL2,3,127348024,127391652
GMPR2,14,24701628,24708448
TPST1,7,65670186,65885530
CPT1B,22,51007290,51017899
SENP1,12,48436681,48500091
OR5R1,11,56184734,56185708
AGTR2,X,115301975,115306225
LRRC6,8,133584320,133687838
OR5M9,11,56229945,56230877
OR5M3,11,56236964,56238014
KLHL25,15,86302554,86338261
CANT1,17,76987799,77005949
OR5M8,11,56257825,56258871
NECAP2,1,16767167,16786573
OR5M11,11,56309746,56310757
ZP2,16,21208773,21225831
SLC6A14,X,115567790,115592625
OR5M10,11,56344212,56345263
TAPBPL,12,6560856,6575683
OR5M1,11,56380031,56380978
OR5AP2,11,56408942,56409947
OR5AR1,11,56431138,56432163
MEGF9,9,123363091,123476748
AGBL1,15,86685227,87572283
CHAF1A,19,4402659,4445015
FRMD4A,10,13685706,14504141
HEY1,8,80676245,80680098
RPA1,17,1732996,1803376
PRR15,7,29603427,29606911
ANKS4B,16,21244986,21263750
KCTD7,7,66093868,66276446
FBXW2,9,123514256,123555690
TK2,16,66541906,66586447
TOM1L2,17,17746828,17875736
WIPF3,7,29846102,29956682
ASB14,3,57302375,57326710
ATG4B,2,242576628,242613272
GRM5,11,88237744,88799113
CT83,X,115592849,115594164
ASB4,7,95107756,95169544
THSD7B,2,137523115,138435287
CRYM,16,21250195,21314404
TYR,11,88910620,89028927
GCH1,14,55308726,55369570
RTN4RL1,17,1837971,1928639
PSMD5,9,123577774,123605262
ATP2B3,X,152783134,152848397
FAM231B,1,16865561,16866070
F2RL3,19,16999671,17003417
NBPF1,1,16888814,16940057
CHKB-CPT1B,22,51007298,51021394
PYROXD2,10,100143322,100174941
CCT3,1,156278759,156337664
LILRB1,19,55085346,55148979
UBXN6,19,4444996,4457819
SCGB3A1,5,180017103,180018540
C1QTNF1-AS1,17,77015291,77023737
PHF19,9,123617977,123639606
ABTB1,3,127391778,127399768
DLEC1,3,38080696,38165516
TMEM71,8,133697253,133772958
NTRK3,15,88418230,88799999
MACF1,1,39546988,39952849
HNMT,2,138721590,138773930
DNAH12,3,57327727,57530071
CPAMD8,19,17003758,17137625
KLHL13,X,117031776,117251303
OR9G1,11,56467864,56468781
OR9G4,11,56510303,56511287
IP6K2,3,48725436,48777786
NEURL4,17,7218947,7232712
OR5G3,11,56587052,56587980
MANBA,4,103552660,103682151
OR5AK2,11,56756347,56757342
NPIPB3,16,21413558,21459888
TRAF1,9,123664671,123691451
LRRC55,11,56949221,56959191
BTBD6,14,105714827,105717430
FLT4,5,180028506,180076624
APLNR,11,57001051,57004709
CSN2,4,70820974,70826725
CHKB,22,51017378,51039884
ST7L,1,113066140,113163447
C1QTNF1,17,77018896,77045870
STATH,4,70861647,70868287
SCRN1,7,29959719,30029905
TNKS1BP1,11,57067112,57092426
CKLF,16,66586466,66600154
C5,9,123714616,123812554
DPH1,17,1933404,1946724
VAMP1,12,6571403,6580153
TCF19,6,31126319,31134936
FKBP14,7,30050203,30066300
SSRP1,11,57093459,57103351
MRPS28,8,80830952,80942524
PSMC2,7,102984701,103009842
P2RX3,11,57105848,57138073
PHF20L1,8,133787618,133861052
PACS2,14,105766900,105864484
PRG3,11,57144242,57148623
HTN3,4,70894130,70902255
HAUS8,19,17160539,17186435
CCDC54,3,107096188,107097481
PDK4,7,95212811,95225803
PRG2,11,57154267,57158130
PLEKHA8,7,30067020,30170096
METTL9,16,21608539,21668794
RABGEF1,7,66147151,66276451
MAPK8IP2,22,51039114,51052409
OPCML,11,132284871,133402414
CKLF-CMTM1,16,66586490,66613038
VNN2,6,133065009,133084598
PTPRT,20,40701392,41818610
HPS1,10,100175955,100206684
COPG2,7,130146089,130353598
NOX4,11,89057524,89322779
TSACC,1,156307105,156316786
CAPZA1,1,113161795,113214241
SPATA19,11,133710526,133715433
TSGA13,7,130353488,130372268
TINF2,14,24708849,24711880
OR2Y1,5,180166042,180167099
SLC43A3,11,57174427,57195053
WDHD1,14,55405668,55493823
DYNC1I1,7,95401866,95739634
MRPL46,15,89002707,89010650
PLIN4,19,4502204,4517716
CMTM1,16,66600294,66613040
IGSF9B,11,133778459,133826880
IGSF6,16,21652609,21663981
CNTRL,9,123837141,123939888
MRPS11,15,89010684,89022222
MGAT1,5,180217541,180242652
PLIN5,19,4522543,4535236
DIMT1,5,61683081,61699766
BBX,3,107241783,107530171
LILRA1,19,55105047,55113555
LRRC48,17,17876127,17920203
VRTN,14,74769772,74826711
TPD52,8,80870571,81143467
MRPL51,12,6601150,6603007
SRSF6,20,42086568,42092245
JAM3,11,133938820,134021896
SYNDIG1L,14,74872596,74892805
FAM231A,1,16999498,17000007
FAM231C,1,17060447,17060956
DTYMK,2,242615157,242626406
TMEM248,7,66386212,66423538
NPC2,14,74942895,74960880
MOV10,1,113215763,113243368
SLC18B1,6,133090509,133119701
POU5F1,6,31132119,31148508
OTOA,16,21689835,21772050
CROCC,1,17066768,17299474
NRXN1,2,50145643,51259674
RHBG,1,156339003,156355011
LILRB4,19,55155340,55181810
PDE12,3,57542003,57552571
MGLL,3,127407909,127542051
RAB14,9,123940415,123985292
ARSA,22,51061182,51066607
L3MBTL1,20,42136320,42179590
ZFP62,5,180274611,180288286
ARF4,3,57557090,57583947
SPOPL,2,139259371,139331117
KLF14,7,130417401,130418888
ACAA1,3,38144620,38178733
HTN1,4,70916119,70924562
RPS12,6,133135580,133138703
MYO9B,19,17186591,17325346
LRG1,19,4536421,4540486
RTN4RL2,11,57228022,57245007
MFAP2,1,17300997,17307330
NCAPD3,11,134020014,134095348
NCAPD2,12,6602522,6641121
ETNK1,12,22778009,22843599
ENGASE,17,77071021,77084681
UBE2D3,4,103715540,103790053
MKLN1,7,130794855,131181395
OVCA2,17,1945327,1946724
ING5,2,242641450,242668893
SLC43A1,11,57252007,57283259
SEMA6B,19,4542600,4559820
DET1,15,89054790,89089906
HIC1,17,1957448,1962981
NXPH2,2,139428342,139537918
AEN,15,89164527,89175513
CMTM2,16,66613351,66622178
DENND6A,3,57611184,57678816
TNFAIP8L1,19,4639530,4655580
SBDS,7,66452664,66460588
KIAA0754,1,39876151,39882154
WDR44,X,117480036,117583924
BMP8A,1,39957318,39991607
C19orf10,19,4641386,4670382
ISG20,15,89179384,89199714
MAP3K12,12,53874274,53893847
SHANK3,22,51112843,51171726
ISCA2,14,74960423,74963809
MTURN,7,30174426,30202378
ATP13A2,1,17312453,17338423
PRKAR2A,3,48782030,48885279
ZNRF2,7,30323923,30452118
SLC26A5,7,102993177,103086624
ACR,22,51176624,51183762
CMTM3,16,66637777,66647795
FAM58A,X,152853377,152865500
KBTBD12,3,127634075,127706514
LRP1B,2,140988992,142889270
KIR3DL1,19,55235969,55378448
C4orf40,4,70999333,71042516
TEX22,14,105864916,105916443
RHOC,1,113243728,113250056
TGM1,14,24718320,24733638
TYW1,7,66460160,66704501
EYA4,6,133561736,133853258
SMG6,17,1963133,2207065
C1orf61,1,156374042,156400493
CMTM4,16,66648653,66730610
SEC61A1,3,127770484,127790526
TIMM10,11,57295936,57298276
ODAM,4,71062213,71070293
TRIM77,11,89443467,89451040
PABPC4,1,40026488,40042462
ACAN,15,89346674,89418585
TRIM49,11,89530823,89541743
SMTNL1,11,57308979,57318108
FDCSP,4,71091788,71100969
SOCS4,14,55493948,55516206
DPP9,19,4675236,4724685
TRIM64B,11,89602450,89609185
UBE2L6,11,57319129,57335757
NOD1,7,30464143,30518400
USE1,19,17326155,17330638
MAPK1IP1L,14,55518349,55536910
CSN3,4,71108305,71117145
GSN,9,123970072,124095121
TRIM49D1,11,89644279,89654935
CABS1,4,71200683,71202833
SMR3A,4,71226478,71232875
TRIM49C,11,89764274,89806558
LGALS3,14,55590828,55612126
RABL2B,22,51205929,51222091
SMR3B,4,71235810,71255961
GGCT,7,30536237,30591095
PROL1,4,71263599,71275911
IPO11,5,61699799,61924409
BTNL8,5,180326077,180377906
VPS26B,11,134094539,134117686
SERPING1,11,57364860,57382326
TG,8,133879203,134147147
PPM1J,1,113252616,113258099
DYNC1LI2,16,66754796,66785701
MTA1,14,105886159,105937066
NAALAD2,11,89864683,89926062
SLC25A20,3,48894369,48936426
SOX5,12,23682440,24103966
SGK2,20,42187608,42216877
KIR3DL3,19,55235984,55248003
THYN1,11,134118173,134123264
HCG27,6,31165537,31171745
FAM19A3,1,113263041,113269857
SDHB,1,17345217,17380665
STOM,9,124101355,124132531
DOCK11,X,117629861,117820126
D2HGDH,2,242673994,242708231
NPIPB4,16,21845890,21892148
AUTS2,7,69063905,70258054
HEYL,1,40089825,40105617
HLA-C,6,31236526,31239907
DUSP9,X,152907946,152916781
ATPAF2,17,17880723,17942523
RABGGTA,14,24734744,24740945
PADI2,1,17393256,17445948
SLC16A1,1,113454469,113499635
HAPLN3,15,89420519,89438857
BTNL3,5,180415845,180433727
GAL3ST2,2,242716240,242743623
KIR2DL4,19,55236002,55325972
PFKM,12,48498922,48540187
OCEL1,19,17337013,17340028
DAB2IP,9,124329336,124547809
ACAD8,11,134123389,134135749
PODXL,7,131185021,131242976
DLGAP5,14,55614830,55658396
UQCRC2,16,21963981,21994981
LRIG2,1,113615831,113674882
MUC7,4,71296209,71348714
CHORDC1,11,89934328,89956532
MFGE8,15,89441916,89456642
YPEL4,11,57412560,57417417
NEU4,2,242749920,242758739
RBFOX3,17,77085427,77613550
NBEAP3,22,16100517,16124973
SLC25A13,7,95749532,95951459
GARS,7,30634297,30673649
DUXAP8,22,16150776,16151397
NT5C1A,1,40124793,40137710
PNCK,X,152935185,152954465
TTLL11,9,124584207,124855885
PDZD9,16,21995186,22012433
CLP1,11,57416465,57429340
MEF2D,1,156433519,156470620
HPCAL4,1,40144320,40157361
CCDC79,16,66788879,66835523
ZBTB10,8,81397854,81438500
FEM1A,19,4791728,4795571
NDUFA8,9,124894745,124922098
TICAM1,19,4815944,4831716
IFT52,20,42219571,42275936
PADI1,1,17531621,17572500
ZDHHC5,11,57435219,57468659
MORN5,9,124922190,124962367
BTNL9,5,180467225,180488523
AMTN,4,71384257,71398459
ACAP1,17,7239848,7254797
HPSE2,10,100218875,100995619
TARBP2,12,53894705,53900215
CRHR2,7,30692200,30739745
PADI3,1,17575593,17610728
GRAMD4P2,22,16227138,16228807
POTEH-AS1,22,16274560,16278602
RNU6-816P,22,16276398,16276504
MED15P7,22,16333633,16342783
PLIN3,19,4838353,4867780
TCF21,6,134210276,134216691
PPIE,1,40157854,40229586
KIR2DL3,19,55249980,55295776
NF1P6,22,16345912,16355362
NEK2P2,22,16364867,16366204
AMBN,4,71457973,71473005
NDUFB1,14,92582466,92588261
PADI4,1,17634690,17690499
LTBP2,14,74964873,75079306
OR2V1,5,180551357,180552304
ABHD2,15,89630690,89745591
CISD2,4,103790135,103810399
ENPP7,17,77704681,77716021
OR2V2,5,180581943,180582890
KCTD11,17,7255208,7258258
ARHGAP42P3,22,16424125,16427059
YME1L1P1,22,16485399,16487973
BNIP3P2,22,16627920,16628496
C16orf52,16,22018959,22098855
ZNF72P,22,16634898,16651926
TMEM95,17,7258442,7260538
MED19,11,57471186,57479693
GAPDH,12,6643093,6647537
CBX2,17,77751931,77761782
LHX6,9,124964856,124991905
ABCD1P4,22,16868420,16871613
PABPC1P9,22,16904668,16906756
SLC9B1P4,22,16909690,16957613
MYD88,3,38179969,38184513
TRIM7,5,180620924,180632293
ZNF704,8,81540686,81787016
GLB1L3,11,134144139,134189458
MAGI3,1,113933371,114228545
MYBL2,20,42295754,42345136
CD47,3,107762145,107809872
TMX2,11,57480072,57508445
PAG1,8,81880045,82024303
RUVBL1,3,127783621,127872757
RBM18,9,124999903,125027118
ACTR3BP6,22,16967410,16969212
NR2F6,19,17342692,17356749
CHEK2P4,22,16984194,16990365
BMP8B,1,40222854,40254533
INMT,7,30737601,30797218
RLBP1,15,89753100,89764982
KYNU,2,143635067,143799890
FABP5,8,82192598,82197012
KCNMB3P1,22,17061816,17063607
VWA3A,16,22103859,22168287
FABP5P11,22,17075979,17076375
TBPL1,6,134273308,134311570
CPSF2,14,92588281,92630755
OXCT2,1,40235195,40237020
INMT-FAM188B,7,30791753,30931696
TPTEP1,22,17082777,17179632
GTSF1L,20,42354804,42355638
SLA,8,134048973,134115298
ENAM,4,71494461,71552533
KIR2DL1,19,55281263,55295774
GID4,17,17942606,17971718
IQGAP3,1,156495197,156542396
PDCD1,2,242792033,242801060
TOX2,20,42543504,42698256
PMP2,8,82352561,82359758
USHBP1,19,17359985,17393595
KIR2DS4,19,55344131,55360024
ARIH2OS,3,48955221,48956818
ARRDC5,19,4890449,4902879
OXSR1,3,38206580,38296979
TMX2-CTNND1,11,57480077,57559058
TNK1,17,7283853,7293093
FAT3,11,92085262,92629618
CXXC11,2,242811752,242815975
LRRC70,5,61874562,61877275
FABP9,8,82370576,82373814
MRRF,9,125026882,125085743
SLC25A15P5,22,17126585,17127471
PARP4P3,22,17134782,17140518
ANKRD62P1-PARP4P3,22,17134956,17160374
ANKRD62P1,22,17151980,17160383
CBX8,17,77765931,77775482
VWFP1,22,17170993,17185367
IGJ,4,71521258,71547534
HSFY1P1,22,17308364,17310225
PLXNA4,7,131808091,132333447
GPM6BP3,22,17318412,17318556
ZNF402P,22,17338509,17341608
RCC2,1,17733256,17766220
TRIM41,5,180649499,180662809
NBR1,17,41322498,41363708
SLC9B1,4,103806205,103940896
KDM4B,19,4969125,5153606
FAM188B,7,30811033,30932002
FABP4,8,82390654,82395498
SLMAP,3,57741177,57914895
MTNR1B,11,92702886,92718232
FABP12,8,82437216,82443613
ARIH2,3,48956254,49023815
TRIT1,1,40306723,40349183
HLA-B,6,31321649,31324965
UTP3,4,71554196,71556267
DHRS1,14,24759804,24769039
SLC36A4,11,92877341,92931130
SLC2A12,6,134309835,134373774
SLC24A4,14,92788925,92962596
PTGS1,9,125132824,125157982
SLC6A8,X,152953554,152962048
PHTF1,1,114239453,114302111
AQP1,7,30893010,30965131
DRG2,17,17991200,18011285
HTR1A,5,63256183,63258334
NAE1,16,66836778,66907159
FANCI,15,89787180,89860492
WBSCR17,7,70597155,71178585
SHFM1,7,96110938,96339203
OR1J1,9,125239220,125240235
OR1J2,9,125273081,125274022
WISP1,8,134203282,134242587
OR1J4,9,125281420,125282361
OR1N1,9,125288637,125289572
GHRHR,7,30978284,31032869
OR1N2,9,125315391,125316493
TTC24,1,156549519,156556562
OR1L8,9,125329778,125330838
RUFY3,4,71569921,71673032
OR1Q1,9,125376948,125378026
CNNM1,10,101088856,101154087
FBXO34,14,55738021,55828636
OR1B1,9,125390858,125391852
SRR,17,2206677,2228554
GLB1L2,11,134201768,134248235
OR1L1,9,125423845,125424927
OR1L3,9,125437315,125438432
ATG14,14,55833110,55878576
RSBN1,1,114304454,114355098
OR1L4,9,125486269,125487204
OR1L6,9,125512019,125513062
CHCHD3,7,132469629,132766848
ARHGEF10L,1,17866330,18024369
OR5C1,9,125551150,125552237
NOP9,14,24769068,24778330
SLC9B2,4,103941025,104006986
PDCL,9,125560668,125590910
SGK1,6,134490384,134639250
CALN1,7,71244476,71912136
EEFSEC,3,127872297,128127485
OR1K1,9,125562370,125563395
RNF180,5,63461671,63668696
JPH2,20,42740335,42816218
SLC22A13,3,38307303,38319806
B3GAT1,11,134248398,134281812
DNAJB8,3,128181282,128186091
TBPL2,14,55880259,55923444
APOA1BP,1,156561554,156564091
AREL1,14,75120140,75179818
OSER1,20,42825136,42839431
CBX4,17,77806955,77813228
OR4F2P,11,86649,87586
CICP23,11,123312,126123
GATA2,3,128198270,128212028
LINC01001,11,127115,139612
CIDEB,14,24774302,24780636
RNU6-447P,11,152999,153102
RGS7BP,5,63802084,63908139
RELN,7,103112231,103629963
GDAP1L1,20,42875887,42909013
BABAM1,19,17378159,17392058
C7orf76,7,96110938,96132835
RN7SL838P,11,440406,440693
SLC22A14,3,38323785,38360066
CCDC67,11,93063137,93171653
DLX6,7,96634860,96640351
PTPRS,19,5158506,5340814
MIR210HG,11,565660,568457
FITM2,20,42931478,42939809
R3HDML,20,42965626,42979875
CRIP2,14,105939299,105946499
IMPA1,8,82570196,82598928
MYCL,1,40361098,40367928
LTB4R2,14,24774940,24781259
TBC1D16,17,77906142,78009647
RC3H2,9,125606835,125667620
SMCO4,11,93211638,93276674
MIR210,11,568089,568198
SNORA52,11,811681,811814
CA7,16,66878282,66888056
BCAT1,12,24964295,25102393
IFT57,3,107879659,107941417
PTPN22,1,114356433,114414381
GOT1,10,101156627,101190381
PDP2,16,66912492,66929657
HNF4A,20,42984340,43061485
XYLB,3,38388251,38462839
ZBTB6,9,125670335,125675609
NDRG1,8,134249414,134314265
FAM159B,5,63986135,64013917
GPATCH4,1,156564279,156571288
IL13RA1,X,117861535,117928502
SDR42E2,16,22177618,22203075
DLX5,7,96649704,96654409
MFSD2A,1,40420802,40435638
TMEM256-PLSCR3,17,7293046,7307416
EEF2K,16,22217603,22298554
C20orf62,20,43080624,43093984
ARHGAP15,2,143848931,144525921
TSR1,17,2225797,2240801
EXOC4,7,132937829,133751342
KIAA1731,11,93394805,93463522
GNB2L1,5,180663909,180675096
ANKLE1,19,17392454,17398455
SLC10A5,8,82605842,82608409
ACN9,7,96745902,96811075
RNU6-1025P,11,948421,948524
TOLLIP-AS1,11,1330999,1331937
SREK1IP1,5,64013971,64064512
BCL2L15,1,114420790,114430169
TAC1,7,97361220,97369784
LTB4R,14,24780656,24787242
KRTAP5-AS1,11,1592583,1620414
ACTL8,1,18081808,18153558
POLG,15,89859534,89878092
FAM99A,11,1686827,1689086
FAM99B,11,1704499,1706859
NKX2-3,10,101292690,101296278
RPL36AP39,11,1813783,1814100
IGSF21,1,18434240,18704977
MIR4298,11,1880694,1880766
LINC01150,11,1923877,1929145
MRPL23-AS1,11,2004467,2011150
NPFF,12,53900474,53901422
BCAP31,X,152965947,152990152
C3orf27,3,128290843,128294929
KLHDC7A,1,18807424,18812478
LINC01115,2,779837,864112
HHLA2,3,108015376,108097132
H19,11,2016406,2022700
HAPLN2,1,156589086,156595517
ADCYAP1R1,7,31092076,31151089
MYT1L-AS1,2,2323004,2330882
TTPAL,20,43104526,43123244
PAX7,1,18957500,19075360
POLR3E,16,22308730,22346424
TSSC1-IT1,2,3302112,3305236
TRAPPC12-AS1,2,3485013,3486180
MIR483,11,2155364,2155439
CCDC40,17,78010435,78074412
IGF2-AS,11,2161731,2169894
MIR4686,11,2194293,2194368
RNU6-878P,11,2342948,2343057
KTN1,14,56025790,56168244
TAS1R2,1,19166093,19186176
RNASEH1-AS1,2,3606082,3609324
CDH16,16,66942025,66952887
AP4B1,1,114437370,114447823
ZFAND1,8,82613569,82645138
TMSB4XP2,2,3665138,3665347
GAPDHP48,2,3735611,3736571
BDH2,4,104000592,104021040
SERINC3,20,43124862,43150750
FAM107B,10,14560556,14816896
ASB8,12,48541571,48574996
ATF7,12,53901640,54020199
RN7SL531P,2,4077271,4077549
NPM1P48,2,4561794,4562646
RNU6-649P,2,4992867,4992973
SGSM2,17,2240792,2284352
SLC25A28,10,101370282,101380366
TRIM52,5,180681417,180688119
ABHD8,19,17402940,17421045
ALDH4A1,1,19197926,19229275
PKIG,20,43160426,43252888
CDR2,16,22357257,22448486
LINC01105,2,6072819,6141407
ABCD1,X,152990323,153010216
DCLRE1B,1,114447763,114456708
RPN1,3,128338817,128399918
OR4F3,5,180794269,180795263
ZNRF4,19,5455426,5456867
MRPL34,19,17403418,17417652
MYH15,3,108099216,108248169
CWC27,5,64064757,64314590
RRAD,16,66955582,66959547
ADCY4,14,24787555,24804299
TMEM256,17,7306294,7307456
SAFB2,19,5587010,5624057
RHCG,15,89998680,90039844
RAB7A,3,128444965,128533639
DDA1,19,17420327,17434110
BCAN,1,156611182,156629324
TYW1B,7,72023729,72298777
MICA,6,31371356,31383092
NLGN2,17,7308193,7323179
TAF1D,11,93463114,93517557
ENTPD7,10,101419263,101465997
ANO8,19,17434032,17445638
ADA,20,43248163,43280874
GRSF1,4,71681499,71705662
MIR4456,5,535955,535997
SPCS2P3,5,816461,817116
RIN3,14,92980118,93155339
FAM96B,16,66965959,66968326
NEUROD6,7,31377075,31380508
MIR4635,5,1063011,1063089
MICB,6,31462658,31478901
MIR4457,5,1309425,1309492
IFFO2,1,19230775,19283180
POM121,7,72349936,72421979
NPIPB5,16,22490442,22547842
SPEM1,17,7323679,7324951
C12orf68,12,48577366,48579709
OR10AD1,12,48596081,48597170
CES2,16,66968347,66978999
C17orf74,17,7328934,7330887
TICRR,15,90118713,90174287
ZCCHC12,X,117957753,117960931
H1FNT,12,48722763,48724062
MYO15A,17,18012020,18083116
ASNS,7,97481430,97501854
CCDC129,7,31553704,31698334
P4HTM,3,49027319,49044587
WISP2,20,43343485,43357150
ZNF641,12,48733791,48745197
NES,1,156638555,156647189
PLXNB3,X,153029651,153044801
C12orf77,12,25146358,25150453
TRIM74,7,72430016,72439997
ACVR2B,3,38495342,38534633
KIF7,15,90152020,90198682
LONRF3,X,118108581,118152318
C11orf54,11,93474757,93497915
CRABP2,1,156669398,156675608
KCNK15,20,43374421,43379675
FCF1,14,75179847,75203394
KIAA1524,3,108268716,108308491
GTDC1,2,144695635,145090135
RIMS4,20,43380449,43438979
PPP1R17,7,31726329,31748069
ATP5G2,12,54026510,54071192
CHMP4C,8,82644669,82671750
GTPBP3,19,17445729,17453544
PLIN1,15,90207596,90222658
WDR6,3,49044495,49053386
ISG20L2,1,156691683,156698591
SAFB,19,5623046,5668489
TMEM102,17,7338762,7340998
YWHAB,20,43514317,43537173
HIPK1,1,114471814,114520426
SNX16,8,82711816,82755101
FGF11,17,7341592,7348256
ACAD9,3,128598439,128634910
CUTC,10,101462315,101515891
PEX11A,15,90220995,90234014
CENPE,4,104026963,104119566
PDE1C,7,31790793,32338941
LRMP,12,25173936,25261268
NSUN5,7,72716514,72722864
ORC5,7,103766788,103848495
HS3ST2,16,22825498,22927659
MOB1B,4,71768043,71888166
CES3,16,66995140,67009051
WDR93,15,90234028,90286869
CRIP1,14,105952654,105955284
RRNAD1,1,156698234,156706752
USP31,16,23072727,23160591
ANP32D,12,48866448,48866843
KIAA1210,X,118212598,118284542
LRGUK,7,133812052,133949343
ADAMTS6,5,64444563,64777747
SCNN1G,16,23194036,23228204
ST3GAL1,8,134467091,134584183
OLFML3,1,114522063,114524876
CHRNB1,17,7348380,7361026
RALYL,8,85095022,85834079
IFFO1,12,6647541,6665239
EXOG,3,38537618,38583652
CES4A,16,67022492,67043661
PABPC1L,20,43538703,43587676
C12orf54,12,48876286,48890295
PGRMC1,X,118370216,118378429
SCNN1B,16,23289552,23392620
COX15,10,101471601,101491857
MRPL24,1,156707095,156711382
PLVAP,19,17462257,17488159
SYT6,1,114631913,114696541
DCK,4,71858255,71896631
YLPM1,14,75230069,75322244
MCCD1,6,31496494,31498009
MESP1,15,90291892,90294541
RPL36,19,5674958,5691887
ATP6V1G2-DDX39B,6,31497996,31514385
BST2,19,17513748,17516457
MESP2,15,90303822,90321982
TRIM50,7,72726535,72742085
RIPK3,14,24805227,24809251
SLC25A43,X,118533023,118588441
ANPEP,15,90328120,90358633
LGMN,14,93170152,93215047
COG7,16,23399814,23464501
CALCOCO1,12,54104903,54121529
GAA,17,78075355,78093678
MVB12A,19,17516531,17544533
TOMM34,20,43570771,43589127
ZFAT,8,135490031,135725292
C19orf70,19,5678432,5680907
OR8S1,12,48901137,48923680
LALBA,12,48961467,48963849
HDGF,1,156711899,156736717
HES1,3,193853934,193856521
DALRD3,3,49052921,49059726
LRRCC1,8,86019382,86058311
TRIM33,1,114935399,115053781
CBFB,16,67063019,67134961
STK4,20,43595115,43708600
SLC35B4,7,133974084,134001803
SLC25A5,X,118602363,118605282
C16orf70,16,67143861,67182442
FKBP6,7,72742167,72772634
BCAS2,1,115110178,115124260
FZD9,7,72848109,72850450
AP3S2,15,90373831,90437574
TMEM221,19,17546318,17559376
HSD11B1L,19,5680615,5688533
PRCC,1,156720402,156770607
NXNL1,19,17566234,17571763
KANSL2,12,49047184,49076021
SRPK3,X,153041867,153051187
BAZ1B,7,72854728,72936608
KCNS1,20,43720951,43729753
WFDC5,20,43738093,43743813
UBR4,1,19401000,19536770
SLC27A1,19,17579578,17616977
C14orf80,14,105956192,105965912
DENND2C,1,115125469,115213043
C15orf38-AP3S2,15,90377540,90456114
WFDC12,20,43752066,43753106
B3GNT9,16,67182008,67185117
C15orf38,15,90443159,90456188
TACR3,4,104507188,104640973
PI3,20,43803517,43805185
TRADD,16,67188083,67194201
GGA2,16,23474863,23533316
CXXC4,4,105389469,105416058
DDX39B,6,31497996,31510225
SEMG1,20,43835638,43838413
SLC4A4,4,72053003,72437804
APPL2,12,105567074,105630016
FBXL8,16,67193834,67198473
DZIP3,3,108308529,108413693
ZNF710,15,90544624,90625438
