ensg	chromosome_name	hgnc_symbol
ENSG00000261207	16	AL031717.1
ENSG00000275092	16	AL031710.2
ENSG00000213621	13	RPSAP54
ENSG00000168334	3	XIRP1
ENSG00000281753	CHR_HSCHR21_5_CTG2	AP001468.2
ENSG00000109180	4	OCIAD1
ENSG00000261857	19	MIA
ENSG00000280210	CHR_HSCHR19_3_CTG2	VN1R85P
ENSG00000281289	CHR_HSCHR21_5_CTG2	LSS
ENSG00000249863	4	AC021106.1
ENSG00000279661	CHR_HSCHR19_3_CTG2	MTDHP5
ENSG00000268058	19	BNIP3P40
ENSG00000270894	17	AC015849.4
ENSG00000249145	4	LINC02517
ENSG00000270871	17	AC015849.3
ENSG00000275641	CHR_HSCHR19_3_CTG2	PCGF7P
ENSG00000281160	3	AC018358.1
ENSG00000279577	CHR_HSCHR19_3_CTG2	AC073539.4
ENSG00000187094	3	CCK
ENSG00000213096	19	AC092279.1
ENSG00000274875	CHR_HSCHR19_3_CTG2	ZNF92P2
ENSG00000189180	10	ZNF33A
ENSG00000232768	1	AL356320.1
ENSG00000205060	7	SLC35B4
ENSG00000215034	3	DSTNP4
ENSG00000273976	15	GOLGA6L1
ENSG00000287995	3	AC092053.7
ENSG00000270647	17	TAF15
ENSG00000287958	3	AC092053.6
ENSG00000112584	6	FAM120B
ENSG00000229926	9	AL591424.1
ENSG00000251615	4	AC104825.1
ENSG00000230422	CHR_HSCHR6_MHC_SSTO_CTG1	TMPOP1
ENSG00000135451	12	TROAP
ENSG00000134644	1	PUM1
ENSG00000237865	CHR_HSCHR6_MHC_SSTO_CTG1	SUCLA2P1
ENSG00000168329	3	CX3CR1
ENSG00000137321	CHR_HSCHR6_MHC_SSTO_CTG1	RANP1
ENSG00000233067	X	PTCHD1-AS
ENSG00000224204	X	PHEX-AS1
ENSG00000235295	22	LINC01634
ENSG00000270367	3	AC092053.2
ENSG00000230487	7	PSMG3-AS1
ENSG00000167578	19	RAB4B
ENSG00000082898	2	XPO1
ENSG00000102001	X	CACNA1F
ENSG00000279425	19	AC092279.3
ENSG00000162433	1	AK4
ENSG00000157778	7	PSMG3
ENSG00000232730	Y	FAM8A4P
ENSG00000228335	7	AC073063.1
ENSG00000236477	Y	RPS24P1
ENSG00000238267	3	AC104850.1
ENSG00000079432	19	CIC
ENSG00000232226	Y	ARSFP1
ENSG00000284292	7	AC004922.1
ENSG00000225117	Y	ARSDP1
ENSG00000144659	3	SLC25A38
ENSG00000206159	Y	GYG2P1
ENSG00000287686	2	AC062029.1
ENSG00000233497	11	HNRNPA1P60
ENSG00000275137	CHR_HSCHR19_4_CTG3_1	AC008746.3
ENSG00000106245	7	BUD31
ENSG00000131042	19	LILRB2
ENSG00000231622	1	RPS29P7
ENSG00000224060	Y	ARSLP1
ENSG00000278624	CHR_HSCHR19_5_CTG2	AZU1
ENSG00000130612	19	CYP2G1P
ENSG00000124212	20	PTGIS
ENSG00000229177	7	AC008154.1
ENSG00000213908	19	CYP2A7P1
ENSG00000204581	2	ACOXL-AS1
ENSG00000153574	2	RPIA
ENSG00000269353	19	AC092071.1
ENSG00000287780	3	AC104850.2
ENSG00000230499	2	AC108463.2
ENSG00000248452	4	AC097714.1
ENSG00000255974	19	CYP2A6
ENSG00000179934	3	CCR8
ENSG00000253274	14	IGHV1-67
ENSG00000159086	21	PAXBP1
ENSG00000214424	15	FAM149B1P1
ENSG00000223506	14	SLC20A1P1
ENSG00000131914	1	LIN28A
ENSG00000260571	15	BNIP3P5
ENSG00000253820	14	IGHVII-67-1
ENSG00000109654	4	TRIM2
ENSG00000172014	9	ANKRD20A4
ENSG00000080345	2	RIF1
ENSG00000254036	14	IGHVIII-67-2
ENSG00000223668	3	EEF1A1P24
ENSG00000214013	15	GANC
ENSG00000253635	14	IGHVIII-67-3
ENSG00000228168	3	HNRNPA1P21
ENSG00000241468	7	ATP5MF
ENSG00000254052	14	IGHVIII-67-4
ENSG00000259282	15	SPATA8-AS1
ENSG00000255149	11	AP002963.1
ENSG00000198719	6	DLL1
ENSG00000253703	14	IGHV1-68
ENSG00000287556	11	AP003973.4
ENSG00000235617	22	AC016027.4
ENSG00000236890	22	AC016027.5
ENSG00000271390	11	AP003973.2
ENSG00000211973	14	IGHV1-69
ENSG00000285867	1	BX470102.2
ENSG00000225225	22	ARL2BPP10
ENSG00000128274	22	A4GALT
ENSG00000244593	8	AC025062.1
ENSG00000225335	22	AC016027.1
ENSG00000233194	CHR_HSCHR6_MHC_QBL_CTG1	RPL32P1
ENSG00000143367	1	TUFT1
ENSG00000271654	8	AC025062.2
ENSG00000215048	CHR_HSCHR6_MHC_QBL_CTG1	HLA-DPB1
ENSG00000287028	11	AP003973.3
ENSG00000280007	22	AC008079.1
ENSG00000285624	8	AC025062.3
ENSG00000205683	14	DPF3
ENSG00000271584	11	LINC02550
ENSG00000215193	22	PEX26
ENSG00000239354	11	RPS17P15
ENSG00000270202	11	AP003973.1
ENSG00000242071	14	RPL7AP6
ENSG00000198732	14	SMOC1
ENSG00000188643	1	S100A16
ENSG00000150750	11	C11orf53
ENSG00000106477	7	CEP41
ENSG00000234009	22	RPL5P34
ENSG00000237917	Y	PARP4P1
ENSG00000198668	14	CALM1
ENSG00000229608	22	GOLGA2P4
ENSG00000227813	22	Z82190.1
ENSG00000271234	6	AL078605.1
ENSG00000273080	2	AC009309.2
ENSG00000277688	17	AC243585.2
ENSG00000288544	22	Z82248.1
ENSG00000231514	Y	CCNQP2
ENSG00000279200	17	AC020558.5
ENSG00000274244	17	AC243585.1
ENSG00000128245	22	YWHAH
ENSG00000235857	Y	CTBP2P1
ENSG00000277501	17	AC243571.2
ENSG00000223979	17	SMCR2
ENSG00000224762	9	CR769776.1
ENSG00000235832	9	CNN2P3
ENSG00000278053	17	DDX52
ENSG00000235310	9	GXYLT1P6
ENSG00000277869	9	AL773524.1
ENSG00000279136	16	AL031258.1
ENSG00000174898	19	CATSPERD
ENSG00000196167	11	COLCA1
ENSG00000285404	22	Z82190.2
ENSG00000162006	16	MSLNL
ENSG00000236132	22	AL022331.1
ENSG00000249877	4	AC105924.1
ENSG00000108599	17	AKAP10
ENSG00000205100	4	HSP90AA4P
ENSG00000250739	4	LINC01262
ENSG00000080824	14	HSP90AA1
ENSG00000272566	4	AF250324.1
ENSG00000130429	7	ARPC1B
ENSG00000156006	8	NAT2
ENSG00000214290	11	COLCA2
ENSG00000152749	13	GPR180
ENSG00000228120	21	AP001631.1
ENSG00000236663	21	FRGCA
ENSG00000286549	21	AP001631.2
ENSG00000267232	19	AC012615.5
ENSG00000261526	19	AC012615.1
ENSG00000232777	21	MRPL51P2
ENSG00000268575	1	AL031282.2
ENSG00000274045	CHR_HSCHR19_4_CTG3_1	AC008746.1
ENSG00000270806	17	C17orf50
ENSG00000204544	6	MUC21
ENSG00000245685	4	FRG1-DT
ENSG00000227775	1	AL031282.1
ENSG00000141380	18	SS18
ENSG00000206291	CHR_HSCHR6_MHC_QBL_CTG1	HLA-DPA1
ENSG00000271268	17	AC015849.6
ENSG00000250666	4	LINC01596
ENSG00000215790	1	SLC35E2A
ENSG00000234229	9	LINC01505
ENSG00000271447	17	MMP28
ENSG00000167987	11	VPS37C
ENSG00000229297	9	AL451140.1
ENSG00000258334	12	AC125611.4
ENSG00000228143	9	AL512649.1
ENSG00000125285	13	SOX21
ENSG00000225002	9	AL732323.1
ENSG00000183785	22	TUBA8
ENSG00000234323	9	LINC01505
ENSG00000079462	19	PAFAH1B3
ENSG00000086159	12	AQP6
ENSG00000181997	9	AQP7P2
ENSG00000135406	12	PRPH
ENSG00000176134	9	AL445665.1
ENSG00000227640	13	SOX21-AS1
ENSG00000230006	2	ANKRD36BP2
ENSG00000235768	13	BRD7P5
ENSG00000237924	13	RPL21P112
ENSG00000238230	13	LINC00391
ENSG00000094880	5	CDC23
ENSG00000094914	12	AAAS
ENSG00000229266	22	POM121L8P
ENSG00000261272	6	MUC22
ENSG00000169662	22	BCRP6
ENSG00000075142	7	SRI
ENSG00000230176	20	LINC01433
ENSG00000187066	11	TMEM262
ENSG00000279549	11	AP000437.1
ENSG00000275246	CHR_HSCHR17_1_CTG2	TLCD2
ENSG00000282656	CHR_HSCHR17_7_CTG4	TBC1D3J
ENSG00000273297	7	AC009275.1
ENSG00000161800	12	RACGAP1
ENSG00000285936	14	AL392024.1
ENSG00000150457	13	LATS2
ENSG00000050393	6	MCUR1
ENSG00000232450	1	AL133517.1
ENSG00000188368	19	PRR19
ENSG00000116793	1	PHTF1
ENSG00000103978	15	TMEM87A
ENSG00000211595	2	IGKJ3
ENSG00000149823	11	VPS51
ENSG00000205707	12	ETFRF1
ENSG00000267321	17	SNHG30
ENSG00000233851	13	LATS2-AS1
ENSG00000211596	2	IGKJ2
ENSG00000211592	2	IGKC
ENSG00000280501	CHR_HSCHR19_3_CTG3_1	CEACAM7
ENSG00000211593	2	IGKJ5
ENSG00000267592	17	AC004134.1
ENSG00000211594	2	IGKJ4
ENSG00000274855	6	AL133351.3
ENSG00000237062	9	AL512649.2
ENSG00000281424	CHR_HSCHR19_3_CTG3_1	AC243960.11
ENSG00000238138	3	AC027124.2
ENSG00000283270	2	AC244205.2
ENSG00000140153	14	WDR20
ENSG00000232654	6	FAM136BP
ENSG00000171873	20	ADRA1D
ENSG00000240040	2	AC244205.1
ENSG00000211974	14	IGHV2-70D
ENSG00000280545	CHR_HSCHR19_3_CTG3_1	AC243960.8
ENSG00000277505	15	AC116165.3
ENSG00000167759	19	KLK13
ENSG00000282600	14	IGHV3-69-1
ENSG00000281659	CHR_HSCHR19_3_CTG3_1	DNAJC19P3
ENSG00000180172	13	RPS12P23
ENSG00000281990	14	IGHV1-69-2
ENSG00000160714	1	UBE2Q1
ENSG00000266126	17	AC005730.3
ENSG00000217707	6	SERPINB8P1
ENSG00000223861	1	AL365436.1
ENSG00000283571	14	AC245369.2
ENSG00000258424	14	AL512791.1
ENSG00000224180	CHR_HSCHR6_MHC_MCF_CTG1	CCHCR1
ENSG00000280411	14	IGHV1-69D
ENSG00000232536	1	AL365436.2
ENSG00000259448	15	LINC02352
ENSG00000259772	15	AC012236.1
ENSG00000185594	15	SPATA8
ENSG00000049540	7	ELN
ENSG00000112984	5	KIF20A
ENSG00000171067	11	C11orf24
ENSG00000133703	12	KRAS
ENSG00000270820	2	AC016727.1
ENSG00000177628	1	GBA
ENSG00000236387	20	AL139350.1
ENSG00000185507	11	IRF7
ENSG00000238197	21	PAXBP1-AS1
ENSG00000285857	2	AC016727.3
ENSG00000274576	14	IGHV2-70
ENSG00000172367	11	PDZD3
ENSG00000254056	14	IGHV3-71
ENSG00000175267	16	VWA3A
ENSG00000187764	9	SEMA4D
ENSG00000253124	8	TRAPPC2P2
ENSG00000225698	14	IGHV3-72
ENSG00000254031	8	AC022858.1
ENSG00000261879	17	AC087500.1
ENSG00000151779	2	NBAS
ENSG00000274987	12	AC092794.1
ENSG00000285579	8	AC015687.1
ENSG00000233335	2	AC016696.1
ENSG00000275197	12	AC092794.2
ENSG00000221947	8	XKR9
ENSG00000048707	1	VPS13D
ENSG00000263164	17	AC087500.2
ENSG00000146530	7	VWDE
ENSG00000161929	17	SCIMP
ENSG00000248919	7	ATP5MF-PTCD1
ENSG00000254501	11	AP003068.1
ENSG00000255173	11	AP003068.3
ENSG00000070501	8	POLB
ENSG00000283906	14	IGHV4-80
ENSG00000253310	14	IGHVIII-76-1
ENSG00000127954	7	STEAP4
ENSG00000253247	14	IGHV3-76
ENSG00000082929	4	LINC01587
ENSG00000080823	14	MOK
ENSG00000211979	14	IGHV7-81
ENSG00000254176	14	IGHV3-75
ENSG00000224650	14	IGHV3-74
ENSG00000229780	1	UBE2Q1-AS1
ENSG00000211978	14	IGHV5-78
ENSG00000275747	14	IGHV3-79
ENSG00000106244	7	PDAP1
ENSG00000253674	14	IGHVII-78-1
ENSG00000267215	18	AC040963.1
ENSG00000211976	14	IGHV3-73
ENSG00000104313	8	EYA1
ENSG00000254134	14	IGHVII-74-1
ENSG00000124571	6	XPO5
ENSG00000228113	7	AC003991.1
ENSG00000280058	6	AL117378.2
ENSG00000106246	7	PTCD1
ENSG00000236673	6	AL117378.1
ENSG00000248552	4	AC074344.1
ENSG00000103994	15	ZNF106
ENSG00000250180	4	AC074344.2
ENSG00000250488	4	LINC02233
ENSG00000250997	4	AC093853.1
ENSG00000259485	15	LINC02253
ENSG00000249425	4	LINC02477
ENSG00000242635	4	RPS14P7
ENSG00000113732	5	ATP6V0E1
ENSG00000166261	11	ZNF202
ENSG00000259403	15	AC020704.1
ENSG00000254003	7	AC003991.2
ENSG00000225883	9	BMS1P11
ENSG00000232964	1	LINC01737
ENSG00000235932	9	AL359955.2
ENSG00000156755	9	IGKV1OR-2
ENSG00000275797	CHR_HSCHR19_4_CTG3_1	AC008746.4
ENSG00000259664	15	LINC02254
ENSG00000226600	X	CT47A9
ENSG00000225585	13	IPPKP1
ENSG00000280323	2	AC053503.5
ENSG00000159247	9	TUBBP5
ENSG00000229282	6	AL031963.2
ENSG00000182921	3	CCDC75P1
ENSG00000160917	7	CPSF4
ENSG00000274131	CHR_HSCHR19_3_CTG3_1	CEACAM4
ENSG00000168843	4	FSTL5
ENSG00000271041	X	AL670379.9
ENSG00000235817	1	AL158214.1
ENSG00000278130	9	AL591424.3
ENSG00000248712	11	CCDC153
ENSG00000254328	5	AC008429.4
ENSG00000238282	20	AL121781.1
ENSG00000237419	9	AL954642.1
ENSG00000228460	10	CYP2C59P
ENSG00000230347	X	CT47A8
ENSG00000280470	CHR_HSCHR19_3_CTG3_1	CEACAMP3
ENSG00000286180	7	AC073140.3
ENSG00000281505	CHR_HSCHR19_3_CTG3_1	DNAJC19P2
ENSG00000099203	19	TMED1
ENSG00000270397	X	AL670379.2
ENSG00000272277	6	AL031963.3
ENSG00000137275	6	RIPK1
ENSG00000118523	6	CCN2
ENSG00000233013	9	FAM157B
ENSG00000228517	X	CT47A7
ENSG00000260773	15	AC055855.2
ENSG00000261318	15	AC055855.3
ENSG00000271502	X	AL670379.12
ENSG00000234728	CHR_HSCHR6_MHC_APD_CTG1	SNHG32
ENSG00000189334	1	S100A14
ENSG00000121440	3	PDZRN3
ENSG00000251258	6	RFPL4B
ENSG00000226023	X	CT47A6
ENSG00000166938	15	DIS3L
ENSG00000237234	6	Z99289.1
ENSG00000250210	9	FO082796.1
ENSG00000286255	9	FO082796.2
ENSG00000287325	8	AC138647.2
ENSG00000229191	1	AL358473.1
ENSG00000230444	7	TFAMP1
ENSG00000271208	6	Z99289.3
ENSG00000281613	6	AL365214.2
ENSG00000256116	11	AP001453.2
ENSG00000175676	15	GOLGA8DP
ENSG00000227220	6	AL133346.1
ENSG00000286171	7	AC073140.2
ENSG00000149761	11	NUDT22
ENSG00000260863	10	CYP2C60P
ENSG00000079805	19	DNM2
ENSG00000281189	7	GHET1
ENSG00000286451	9	AL499602.1
ENSG00000237885	10	AL359672.1
ENSG00000273806	9	AL137847.3
ENSG00000240401	2	AC012358.4
ENSG00000236166	6	AL021408.1
ENSG00000229109	9	AL137847.1
ENSG00000271211	X	AL670379.11
ENSG00000280155	6	AL021408.2
ENSG00000112769	6	LAMA4
ENSG00000226490	8	AC138647.1
ENSG00000069493	12	CLEC2D
ENSG00000136689	2	IL1RN
ENSG00000274286	2	ADRA2B
ENSG00000237329	1	AL356320.2
ENSG00000237957	X	CT47A5
ENSG00000234132	1	AL358473.2
ENSG00000188886	2	ASTL
ENSG00000249568	4	AC104793.1
ENSG00000214293	7	APTR
ENSG00000204052	6	LRRC73
ENSG00000249419	4	AC023136.1
ENSG00000223398	3	AC027124.1
ENSG00000081248	1	CACNA1S
ENSG00000162997	2	PRORSD1P
ENSG00000270736	X	AL670379.7
ENSG00000269487	19	AC008635.2
ENSG00000214369	2	AC009967.2
ENSG00000275719	19	AC008622.2
ENSG00000231799	9	PA2G4P6
ENSG00000287677	8	AC025839.1
ENSG00000225460	9	AL590233.1
ENSG00000049656	5	CLPTM1L
ENSG00000241685	7	ARPC1A
ENSG00000261033	17	AC005730.2
ENSG00000271754	6	AL355802.3
ENSG00000230594	X	CT47A4
ENSG00000090372	19	STRN4
ENSG00000137207	6	YIPF3
ENSG00000254183	8	AC104417.1
ENSG00000278934	3	AC117489.1
ENSG00000270771	X	AL670379.8
ENSG00000239677	3	PDZRN3-AS1
ENSG00000283683	1	MYOCOS
ENSG00000125533	20	BHLHE23
ENSG00000253227	8	AC090192.2
ENSG00000261710	8	AC104417.2
ENSG00000287332	8	AC103758.1
ENSG00000236564	2	YWHAQP5
ENSG00000149743	11	TRPT1
ENSG00000185078	2	AC093698.1
ENSG00000231280	3	SALL4P6
ENSG00000034971	1	MYOC
ENSG00000236126	X	CT47A3
ENSG00000229572	3	EIF4BP4
ENSG00000071073	2	MGAT4A
ENSG00000176318	X	FOXN3P1
ENSG00000115355	2	CCDC88A
ENSG00000228128	CHR_HSCHR6_MHC_SSTO_CTG1	DDAH2
ENSG00000237586	8	AC090192.1
ENSG00000085117	11	CD82
ENSG00000287338	1	AL929091.1
ENSG00000254008	8	LINC00051
ENSG00000270980	8	AC060764.1
ENSG00000270646	X	AL670379.5
ENSG00000092529	15	CAPN3
ENSG00000224839	2	RPL12P17
ENSG00000225299	10	AL139240.1
ENSG00000242362	X	CT47A2
ENSG00000226448	10	RPL7AP51
ENSG00000229087	2	AC007738.1
ENSG00000235275	5	KRT18P16
ENSG00000164305	4	CASP3
ENSG00000198739	10	LRRTM3
ENSG00000226531	CHR_HSCHR6_MHC_MCF_CTG1	C6orf47
ENSG00000225390	CHR_HSCHR6_MHC_MCF_CTG1	C6orf47-AS1
ENSG00000240395	8	RPL5P23
ENSG00000160948	8	VPS28
ENSG00000270456	X	AL670379.3
ENSG00000277056	10	AL607023.1
ENSG00000213406	4	ANXA2P1
ENSG00000153982	17	GDPD1
ENSG00000183230	10	CTNNA3
ENSG00000236371	X	CT47A1
ENSG00000272209	6	AL023583.1
ENSG00000100593	14	ISM2
ENSG00000270251	X	AL670379.1
ENSG00000228210	20	AL121916.1
ENSG00000233433	X	AC006144.1
ENSG00000182890	X	GLUD2
ENSG00000107263	9	RAPGEF1
ENSG00000272574	1	AL596325.2
ENSG00000287379	X	AC006144.2
ENSG00000117143	1	UAP1
ENSG00000234176	X	HSPA8P1
ENSG00000244502	3	HDAC11-AS1
ENSG00000286163	X	AC002377.1
ENSG00000164256	5	PRDM9
ENSG00000158470	20	B4GALT5
ENSG00000163517	3	HDAC11
ENSG00000273360	10	AC022017.1
ENSG00000189171	1	S100A13
ENSG00000125514	20	LINC00029
ENSG00000227538	1	HNRNPFP1
ENSG00000229276	6	REV3L-IT1
ENSG00000287587	1	AL158216.1
ENSG00000272356	6	AL080317.2
ENSG00000237119	20	LINC01056
ENSG00000220506	6	AL136310.1
ENSG00000271789	6	AL080317.1
ENSG00000272259	20	LINC01749
ENSG00000135775	1	COG2
ENSG00000255389	6	Z97989.1
ENSG00000250862	5	HMGB1P29
ENSG00000248591	5	AC109445.1
ENSG00000253807	5	LINC01170
ENSG00000220392	6	FCF1P5
ENSG00000218676	6	BRD7P4
ENSG00000271853	1	AL162258.1
ENSG00000173214	6	MFSD4B
ENSG00000237407	22	AP000552.2
ENSG00000251421	5	AC016556.1
ENSG00000206142	22	FAM230H
ENSG00000183527	21	PSMG1
ENSG00000229150	2	CRYGEP
ENSG00000242540	2	AC010729.2
ENSG00000231476	7	AC074389.2
ENSG00000176887	2	SOX11
ENSG00000161643	19	SIGLEC16
ENSG00000160679	1	CHTOP
ENSG00000164983	8	TMEM65
ENSG00000230216	X	HSPB1P2
ENSG00000228776	1	AC114492.1
ENSG00000149781	11	FERMT3
ENSG00000183921	16	SDR42E2
ENSG00000273574	CHR_HSCHR19_4_CTG3_1	LENG9
ENSG00000248600	5	AC025465.2
ENSG00000281556	CHR_HSCHR19_3_CTG3_1	AC243960.12
ENSG00000251214	5	AC025465.4
ENSG00000281224	CHR_HSCHR19_3_CTG3_1	AC243960.10
ENSG00000276681	CHR_HSCHR19_4_CTG3_1	LENG8
ENSG00000223639	CHR_HSCHR6_MHC_SSTO_CTG1	CLIC1
ENSG00000236106	2	AC010729.1
ENSG00000287739	16	AC009019.2
ENSG00000118231	2	CRYGD
ENSG00000257376	12	AC079601.3
ENSG00000278565	CHR_HSCHR19_3_CTG3_1	CEACAM21
ENSG00000250438	5	AC025465.3
ENSG00000237266	2	LINC01810
ENSG00000226948	20	RPS4XP2
ENSG00000231846	X	AC092832.2
ENSG00000248296	5	AC025465.1
ENSG00000183665	8	TRMT12
ENSG00000174028	X	FAM3C2
ENSG00000228610	X	PDCL2P1
ENSG00000044012	1	GUCA2B
ENSG00000288546	X	AC004470.2
ENSG00000169926	15	KLF13
ENSG00000231889	6	TRAF3IP2-AS1
ENSG00000237019	X	AC004470.1
ENSG00000187554	1	TLR5
ENSG00000184735	X	DDX53
ENSG00000197273	1	GUCA2A
ENSG00000224396	X	METTL15P3
ENSG00000231011	X	AC092832.1
ENSG00000175809	X	CBLL2
ENSG00000171453	6	POLR1C
ENSG00000259179	15	UBE2CP4
ENSG00000229183	11	PGA4
ENSG00000213443	12	AC007068.1
ENSG00000272030	1	AL162258.2
ENSG00000286859	1	AL158214.2
ENSG00000163254	2	CRYGC
ENSG00000220868	6	MRPL35P1
ENSG00000100596	14	SPTLC2
ENSG00000160678	1	S100A1
ENSG00000213498	X	TPT1P13
ENSG00000180537	6	RNF182
ENSG00000248256	4	OCIAD1-AS1
ENSG00000260585	X	AL359851.1
ENSG00000009413	6	REV3L
ENSG00000237891	X	AL441985.1
ENSG00000230285	1	AC092807.2
ENSG00000245149	8	RNF139-AS1
ENSG00000205971	7	AC074389.1
ENSG00000280142	X	AL357562.1
ENSG00000235672	17	AC090286.3
ENSG00000224656	X	AL009172.1
ENSG00000187893	X	CXXC1P1
ENSG00000287776	X	AL513487.1
ENSG00000225968	7	ELFN1
ENSG00000224529	2	AC093698.2
ENSG00000116747	1	RO60
ENSG00000236081	7	ELFN1-AS1
ENSG00000275470	CHR_HSCHR19_4_CTG3_1	LENG8-AS1
ENSG00000255092	11	AC010768.2
ENSG00000225094	4	SETP20
ENSG00000108557	17	RAI1
ENSG00000254693	11	AC010768.1
ENSG00000249965	4	CDC42P4
ENSG00000237027	6	AL159174.1
ENSG00000234977	7	AC074389.3
ENSG00000170627	12	GTSF1
ENSG00000196970	X	NXF4
ENSG00000122299	16	ZC3H7A
ENSG00000163110	4	PDLIM5
ENSG00000132801	20	ZSWIM3
ENSG00000083099	6	LYRM2
ENSG00000110011	11	DNAJC4
ENSG00000141127	17	PRPSAP2
ENSG00000157093	3	LYZL4
ENSG00000066336	11	SPI1
ENSG00000197181	8	PIWIL2
ENSG00000259696	15	AC104759.1
ENSG00000168612	20	ZSWIM1
ENSG00000150459	13	SAP18
ENSG00000249607	5	AC108103.1
ENSG00000244005	20	NFS1
ENSG00000236478	2	AC012513.2
ENSG00000134294	12	SLC38A2
ENSG00000259142	14	LINC00644
ENSG00000079246	2	XRCC5
ENSG00000270852	14	AL390816.3
ENSG00000171867	20	PRNP
ENSG00000236846	1	AL359979.2
ENSG00000149634	20	SPATA25
ENSG00000237328	17	RAI1-AS1
ENSG00000257402	12	KRT126P
ENSG00000226746	17	SMCR5
ENSG00000258638	14	AL389895.1
ENSG00000005059	4	MCUB
ENSG00000264167	17	AC122129.2
ENSG00000256713	11	PGA5
ENSG00000258036	12	KRT125P
ENSG00000257616	12	AC055716.2
ENSG00000242364	3	AC108725.1
ENSG00000197629	11	MPEG1
ENSG00000257343	12	AC055716.1
ENSG00000232771	22	PPP1R26P5
ENSG00000257477	12	LINC01154
ENSG00000072310	17	SREBF1
ENSG00000257675	12	BTBD10P1
ENSG00000139572	12	GPR84
ENSG00000279840	12	AC004801.7
ENSG00000110042	11	DTX4
ENSG00000135824	1	RGS8
ENSG00000257943	12	AC084879.2
ENSG00000257125	12	KRT127P
ENSG00000220125	X	MRPL32P1
ENSG00000155660	7	PDIA4
ENSG00000226432	5	AC010342.1
ENSG00000129968	19	ABHD17A
ENSG00000273447	4	AC004067.1
ENSG00000286134	5	AC114930.1
ENSG00000258071	12	ARL2BPP2
ENSG00000258086	12	AC079313.1
ENSG00000248874	5	C5orf17
ENSG00000138794	4	CASP6
ENSG00000161642	12	ZNF385A
ENSG00000135299	6	ANKRD6
ENSG00000258313	12	AC084879.3
ENSG00000234865	5	AC026784.2
ENSG00000168237	3	GLYCTK
ENSG00000242741	3	LINC02005
ENSG00000279920	22	LINC01651
ENSG00000274099	15	ABCB10P1
ENSG00000286102	22	AP000552.6
ENSG00000278541	15	AC116165.4
ENSG00000274970	7	AC013470.4
ENSG00000278552	15	AC116165.5
ENSG00000226534	22	AP000552.1
ENSG00000259414	15	AC242376.1
ENSG00000278563	CHR_HSCHR7_2_CTG6	MGAM2
ENSG00000265987	17	AC011933.4
ENSG00000105281	19	SLC1A5
ENSG00000177885	17	GRB2
ENSG00000248785	4	HIGD1AP14
ENSG00000224730	19	LILRB1-AS1
ENSG00000242797	3	GLYCTK-AS1
ENSG00000253439	5	CDC42P5
ENSG00000164463	5	CREBRF
ENSG00000104972	19	LILRB1
ENSG00000164091	3	WDR82
ENSG00000129437	19	KLK14
ENSG00000133083	13	DCLK1
ENSG00000240197	19	AC245884.5
ENSG00000234158	3	RPEP2
ENSG00000229968	X	AL022578.1
ENSG00000232970	2	POLHP1
ENSG00000232496	X	RPL3P12
ENSG00000141744	17	PNMT
ENSG00000235787	3	AC092047.1
ENSG00000276758	19	AC245884.12
ENSG00000227655	CHR_HSCHR6_MHC_MCF_CTG1	PTMAP1
ENSG00000230705	CHR_HSCHR6_MHC_MCF_CTG1	TAP1
ENSG00000231208	20	ZBTB46-AS1
ENSG00000224236	X	MRRFP1
ENSG00000251431	19	AC245884.7
ENSG00000137478	11	FCHSD2
ENSG00000234436	19	AC245884.2
ENSG00000273154	20	AL121845.3
ENSG00000253840	8	AC044836.1
ENSG00000231257	CHR_HSCHR6_MHC_MCF_CTG1	ATAT1
ENSG00000156256	21	USP16
ENSG00000226601	1	AL359979.1
ENSG00000276605	8	AC027250.1
ENSG00000188459	X	WASF4P
ENSG00000274471	15	AC242376.2
ENSG00000271063	17	SNRPGP17
ENSG00000229859	11	PGA3
ENSG00000286471	8	AC027250.2
ENSG00000167555	19	ZNF528
ENSG00000237603	3	HMGB3P12
ENSG00000280540	CHR_HSCHR19_3_CTG3_1	LINC01480
ENSG00000182187	2	CRYGB
ENSG00000233328	1	PFN1P1
ENSG00000163508	3	EOMES
ENSG00000273047	20	AL121845.2
ENSG00000281382	CHR_HSCHR19_3_CTG3_1	AC236970.1
ENSG00000234565	7	COX6B1P1
ENSG00000164736	8	SOX17
ENSG00000230465	3	VENTXP4
ENSG00000229299	20	AL121845.1
ENSG00000287898	11	AC124798.3
ENSG00000274857	CHR_HSCHR19_3_CTG3_1	PLEKHA3P1
ENSG00000255035	11	SDHCP4
ENSG00000171045	8	TSNARE1
ENSG00000276944	CHR_HSCHR19_3_CTG3_1	AC243960.6
ENSG00000197114	20	ZGPAT
ENSG00000142544	19	CTU1
ENSG00000225386	3	AC099754.1
ENSG00000250507	19	AC245884.6
ENSG00000249654	19	VN1R104P
ENSG00000275210	19	AC245884.11
ENSG00000179796	3	LRRC3B
ENSG00000100348	22	TXN2
ENSG00000273756	15	AC100756.3
ENSG00000230364	1	RPL4P3
ENSG00000187116	19	LILRA5
ENSG00000274310	8	AC091076.1
ENSG00000100979	20	PLTP
ENSG00000270275	8	TRMT112P7
ENSG00000104856	19	RELB
ENSG00000268581	19	SIGLEC18P
ENSG00000280726	CHR_HSCHR19_3_CTG3_1	AC243960.9
ENSG00000260399	15	AC100756.1
